Date,Day,Meal Type,Food Item,Wasted (kg),Consumed (kg),Prepared (kg),Number of Students,Season,Holiday or Weekday,Food Category,Meal Cost per Student,Total Cost,Nutritional Value (Calories),Protein_Content_g,Carbohydrates_g,Fat_Content_g,Average_Rating,Leftovers_%,1kg Cost (Min),1kg Cost (Max),Consumption Ratio
2024-08-12,Monday,Breakfast,Vadai,4.65,46.71,51.36,251,Summer,Weekday,Snack,21.93,5504.43,234,11.8,59.05,16.27,4.3,20.62,100,120,0.4
2024-08-12,Monday,Breakfast,Chutney Sambar,2.38,43.02,45.4,251,Summer,Weekday,Main Dish,12.72,3192.72,167,5.03,73.4,14.85,4.6,21.13,156,198,0.93
2024-08-12,Monday,Lunch,Rasam,5.51,49.34,54.85,435,Summer,Weekday,Beverage,15.03,6538.05,415,21.63,55.24,18.58,2.7,23.26,80,100,0.33
2024-08-12,Monday,Lunch,dhal,6.18,35.5,41.68,435,Summer,Weekday,Snack,29.18,12693.3,404,23.22,27.73,9.08,3.3,4.36,156,198,0.95
2024-08-12,Monday,Lunch,carrot beans poriyal,2.91,47.14,50.05,435,Summer,Weekday,Main Dish,46.6,20271.0,319,13.09,71.32,15.21,2.3,5.85,156,198,0.82
2024-08-12,Monday,Dinner,banana,5.55,45.96,51.51,315,Summer,Weekday,Snack,10.46,3294.9,142,15.05,53.41,3.59,1.2,20.76,156,198,0.84
2024-08-12,Monday,Lunch,Thick curd,3.09,50.1,53.19,435,Summer,Weekday,Snack,28.95,12593.25,490,13.57,76.27,8.39,4.6,13.47,156,198,0.71
2024-08-12,Monday,Lunch,Ghee,7.79,47.15,54.94,435,Summer,Weekday,Main Dish,46.96,20427.6,549,8.36,23.22,4.77,2.8,4.55,500,600,0.6
2024-08-12,Monday,Snacks,Tea,4.58,43.76,48.34,69,Summer,Weekday,Side Dish,17.12,1181.28,193,7.36,50.06,14.43,5.0,20.34,200,250,0.92
2024-08-12,Monday,Snacks,Cake,5.41,36.48,41.89,69,Summer,Weekday,Main Dish,41.14,2838.66,233,25.79,42.5,19.28,3.4,21.85,300,500,0.93
2024-08-12,Monday,Dinner,Dosai,5.5,46.6,52.1,315,Summer,Weekday,Snack,34.29,10801.35,248,27.96,57.55,13.54,1.6,10.85,100,120,0.92
2024-08-12,Monday,Dinner,Sambar,4.39,45.0,49.39,315,Summer,Weekday,Side Dish,41.98,13223.7,193,21.24,67.62,13.11,1.8,23.54,120,150,0.9
2024-08-12,Monday,Dinner,Groundnut chutney,4.86,39.05,43.91,315,Summer,Weekday,Main Dish,17.24,5430.6,233,7.59,36.84,11.96,3.9,7.2,156,198,0.89
2024-08-12,Monday,Lunch,Appalam,2.63,36.14,38.77,435,Summer,Weekday,Main Dish,24.97,10861.95,490,18.91,73.35,6.53,3.4,7.86,150,200,0.53
2024-08-11,Sunday,Breakfast,Onion,5.8,32.17,37.97,482,Summer,Holiday,Side Dish,28.19,13587.58,470,7.25,23.31,11.16,2.3,23.46,40,60,0.27
2024-08-11,Sunday,Lunch,Salna,1.83,33.02,34.85,342,Summer,Holiday,Beverage,41.97,14353.74,206,27.93,61.85,10.43,2.8,9.2,120,150,0.91
2024-08-11,Sunday,Lunch,Kushka,4.78,36.71,41.49,342,Summer,Holiday,Snack,21.56,7373.52,437,13.52,27.71,9.1,3.6,2.4,150,200,0.93
2024-08-11,Sunday,Breakfast,Moor milagai,2.06,30.91,32.97,482,Summer,Holiday,Side Dish,14.53,7003.46,364,20.02,77.28,13.58,4.8,2.66,156,198,0.85
2024-08-11,Sunday,Lunch,Raitha,8.27,42.81,51.08,342,Summer,Holiday,Side Dish,37.7,12893.4,149,8.58,21.54,18.75,2.6,15.01,80,100,0.87
2024-08-11,Sunday,Breakfast,Milk,5.94,47.0,52.94,482,Summer,Holiday,Snack,41.6,20051.2,537,6.73,49.64,17.91,4.1,23.77,50,60,0.29
2024-08-11,Sunday,Breakfast,Ragi Koozh,4.38,39.43,43.81,482,Summer,Holiday,Side Dish,38.54,18576.28,223,17.51,45.78,18.27,4.8,24.65,80,100,0.96
2024-08-11,Sunday,Breakfast,Butter,3.81,34.61,38.42,482,Summer,Holiday,Beverage,27.38,13197.16,479,19.42,62.02,11.99,1.8,8.34,400,500,0.95
2024-08-11,Sunday,Breakfast,Bread,4.07,49.17,53.24,482,Summer,Holiday,Snack,31.59,15226.38,231,27.26,73.38,5.33,1.7,24.61,60,80,0.55
2024-08-11,Sunday,Lunch,Vadagam,3.72,32.95,36.67,342,Summer,Holiday,Side Dish,35.35,12089.7,169,15.16,50.37,18.31,2.9,1.08,200,250,0.57
2024-08-11,Sunday,Breakfast,Jam,3.34,29.52,32.86,482,Summer,Holiday,Side Dish,27.76,13380.32,333,19.1,32.1,15.0,2.6,19.73,200,250,0.97
2024-08-11,Sunday,Lunch,Rice,2.99,33.06,36.05,342,Summer,Holiday,Beverage,15.66,5355.72,208,22.87,75.48,18.12,1.9,11.84,40,60,0.93
2024-08-11,Sunday,Dinner,White sevai,3.25,29.9,33.15,196,Summer,Holiday,Beverage,24.12,4727.52,144,24.8,41.8,11.34,2.4,5.86,156,198,0.94
2024-08-11,Sunday,Dinner,Coconut milk,2.99,27.9,30.89,196,Summer,Holiday,Beverage,19.16,3755.36,334,21.99,50.4,12.12,3.3,20.2,156,198,0.9
2024-08-11,Sunday,Lunch,Rasam,1.39,31.56,32.95,342,Summer,Holiday,Snack,31.4,10738.8,157,12.33,71.11,4.49,2.5,16.71,80,100,0.4
2024-08-11,Sunday,Dinner,Kadal curry,5.91,38.44,44.35,196,Summer,Holiday,Main Dish,32.91,6450.36,119,21.91,35.33,16.02,3.9,19.48,156,198,0.4
2024-08-11,Sunday,Dinner,Banana,1.97,20.75,22.72,196,Summer,Holiday,Beverage,35.84,7024.64,202,28.65,77.98,19.88,4.8,24.88,40,60,0.96
2024-08-11,Sunday,Dinner,Tomato Sevai,5.71,41.34,47.05,196,Summer,Holiday,Snack,39.11,7665.56,113,27.51,27.3,8.5,4.0,10.04,100,120,0.26
2024-08-11,Sunday,Snacks,Masala pori,5.26,40.61,45.87,405,Summer,Holiday,Main Dish,31.37,12704.85,523,22.45,33.74,19.07,3.1,14.57,156,198,0.93
2024-08-11,Sunday,Snacks,Tea,3.62,41.34,44.96,405,Summer,Holiday,Side Dish,11.95,4839.75,521,18.14,51.46,17.3,3.1,8.96,200,250,0.81
2024-08-10,Saturday,Lunch,Beetroot Poriyal,5.16,43.31,48.47,236,Summer,Holiday,Main Dish,33.31,7861.16,453,11.46,37.48,14.06,2.2,11.28,156,198,0.95
2024-08-10,Saturday,Breakfast,Chappathi,1.76,31.41,33.17,122,Summer,Holiday,Beverage,17.63,2150.86,217,23.35,65.82,11.1,4.6,15.79,100,120,0.88
2024-08-10,Saturday,Breakfast,Kichadi,4.82,26.8,31.62,122,Summer,Holiday,Beverage,45.95,5605.9,176,13.53,25.82,14.5,3.3,23.1,100,120,0.68
2024-08-10,Saturday,Breakfast,Potato peas curry,4.17,38.38,42.55,122,Summer,Holiday,Side Dish,32.82,4004.04,365,16.96,41.07,5.11,3.4,22.56,156,198,0.98
2024-08-10,Saturday,Breakfast,Jam,0.61,16.82,17.43,122,Summer,Holiday,Snack,37.17,4534.74,333,28.22,70.23,17.35,1.7,19.71,200,250,0.88
2024-08-10,Saturday,Breakfast,Coffee,7.92,42.21,50.13,122,Summer,Holiday,Snack,13.96,1703.12,321,13.3,24.01,4.52,4.4,29.93,400,500,0.94
2024-08-10,Saturday,Lunch,Rice,2.36,32.94,35.3,236,Summer,Holiday,Main Dish,17.18,4054.48,506,16.63,76.54,9.21,4.7,13.79,40,60,0.97
2024-08-10,Saturday,Lunch,Dal,1.62,34.74,36.36,236,Summer,Holiday,Main Dish,34.36,8108.96,438,5.34,79.18,3.35,4.1,21.19,100,120,0.91
2024-08-10,Saturday,Lunch,Kollu thovaiyal,2.65,21.39,24.04,236,Summer,Holiday,Beverage,44.5,10502.0,496,7.04,25.31,11.81,4.8,23.93,156,198,0.83
2024-08-10,Saturday,Lunch,Rasam,4.01,43.73,47.74,236,Summer,Holiday,Snack,12.63,2980.68,282,20.78,66.58,15.31,3.0,29.08,80,100,0.92
2024-08-10,Saturday,Lunch,Appalam,4.95,43.05,48.0,236,Summer,Holiday,Side Dish,27.72,6541.92,442,5.7,42.34,18.94,4.4,13.72,150,200,0.92
2024-08-10,Saturday,Lunch,Thick curd,4.13,31.35,35.48,236,Summer,Holiday,Main Dish,33.46,7896.56,232,15.66,55.76,11.74,1.7,0.97,156,198,0.94
2024-08-10,Saturday,Snacks,Tea,2.56,37.15,39.71,121,Summer,Holiday,Side Dish,39.05,4725.05,414,18.7,58.66,18.79,3.7,10.06,200,250,0.9
2024-08-10,Saturday,Snacks,Bajji,4.08,49.18,53.26,121,Summer,Holiday,Beverage,44.04,5328.84,448,9.37,65.45,10.61,3.7,14.59,150,200,0.45
2024-08-10,Saturday,Dinner,Idli,3.78,29.9,33.68,324,Summer,Holiday,Snack,32.58,10555.92,160,12.4,27.08,12.1,2.1,0.04,80,100,0.93
2024-08-10,Saturday,Dinner,Coconut chutney,2.74,51.2,53.94,324,Summer,Holiday,Beverage,14.62,4736.88,530,21.6,69.99,12.73,1.1,26.97,156,198,0.7
2024-08-10,Saturday,Dinner,Sambar,2.25,23.13,25.38,324,Summer,Holiday,Main Dish,29.4,9525.6,580,29.13,62.34,9.38,1.8,8.59,120,150,0.85
2024-08-10,Saturday,Dinner,Banana,5.33,42.77,48.1,324,Summer,Holiday,Side Dish,11.28,3654.72,588,6.26,54.64,17.09,2.6,7.73,40,60,0.85
2024-08-09,Friday,Lunch,Appalam,3.17,19.78,22.95,168,Summer,Weekday,Beverage,35.79,6012.72,331,10.83,40.67,12.88,3.4,23.31,150,200,0.62
2024-08-09,Friday,Breakfast,Semiya,3.36,37.3,40.66,435,Summer,Weekday,Side Dish,18.39,7999.65,463,22.06,75.02,18.73,1.2,6.29,80,100,0.88
2024-08-09,Friday,Breakfast,Sambar,2.56,22.18,24.74,435,Summer,Weekday,Main Dish,12.16,5289.6,177,19.38,62.41,2.14,4.8,21.91,120,150,0.84
2024-08-09,Friday,Breakfast,Coconut chutney,1.25,24.76,26.01,435,Summer,Weekday,Main Dish,43.32,18844.2,295,15.73,63.35,18.59,4.2,3.03,156,198,0.85
2024-08-09,Friday,Breakfast,Coffee,3.97,27.98,31.95,435,Summer,Weekday,Side Dish,49.53,21545.55,591,11.9,25.1,2.98,1.6,26.82,400,500,0.87
2024-08-09,Friday,Lunch,Rice,5.98,45.2,51.18,168,Summer,Weekday,Main Dish,36.74,6172.32,106,24.21,33.2,6.78,4.9,4.47,40,60,0.77
2024-08-09,Friday,Lunch,Mullangi sambar,4.55,28.82,33.37,168,Summer,Weekday,Snack,40.17,6748.56,273,10.66,20.53,11.27,3.9,19.87,156,198,0.33
2024-08-09,Friday,Lunch,vazhathandu,1.49,13.48,14.97,168,Summer,Weekday,Side Dish,27.08,4549.44,497,22.31,62.97,10.64,2.9,18.31,156,198,0.71
2024-08-09,Friday,Breakfast,Kambu Dosai,4.01,40.28,44.29,435,Summer,Weekday,Side Dish,36.99,16090.65,563,20.08,50.14,18.77,3.1,23.49,100,120,0.75
2024-08-09,Friday,Lunch,Rasam,2.57,25.66,28.23,168,Summer,Weekday,Main Dish,48.21,8099.28,535,20.63,67.2,10.63,1.4,16.55,80,100,0.59
2024-08-09,Friday,Dinner,curd rice,3.91,37.95,41.86,129,Summer,Weekday,Beverage,40.37,5207.73,312,20.15,40.45,3.38,4.5,29.75,156,198,0.67
2024-08-09,Friday,Dinner,banana,5.97,47.88,53.85,129,Summer,Weekday,Side Dish,48.58,6266.82,494,6.12,40.92,14.27,2.0,21.32,156,198,0.65
2024-08-09,Friday,Dinner,kurma,4.8,46.46,51.26,129,Summer,Weekday,Beverage,49.26,6354.54,396,26.24,44.51,12.97,3.9,17.71,156,198,0.96
2024-08-09,Friday,Lunch,Ghee,5.27,41.8,47.07,168,Summer,Weekday,Side Dish,37.76,6343.68,138,23.68,40.34,18.82,3.2,1.79,500,600,0.94
2024-08-09,Friday,Dinner,Mushroom biriyani,3.07,25.61,28.68,129,Summer,Weekday,Snack,33.3,4295.7,364,8.27,30.4,18.57,3.2,9.61,156,198,0.97
2024-08-09,Friday,Snacks,Masal vadai,3.56,20.69,24.25,107,Summer,Weekday,Main Dish,27.85,2979.95,300,6.5,27.84,6.93,3.2,11.49,156,198,0.72
2024-08-09,Friday,Snacks,Badam milk,4.46,47.4,51.86,107,Summer,Weekday,Side Dish,24.07,2575.49,259,10.47,69.16,6.33,1.3,21.18,156,198,0.92
2024-08-08,Thursday,Lunch,Appalam,4.26,40.59,44.85,123,Summer,Weekday,Snack,47.72,5869.56,325,26.64,46.02,12.64,4.4,23.73,150,200,0.48
2024-08-08,Thursday,Breakfast,kadalai curry,2.85,26.89,29.74,111,Summer,Weekday,Main Dish,10.65,1182.15,263,25.46,67.72,10.55,2.4,18.14,156,198,0.39
2024-08-08,Thursday,Breakfast,coconut milk,3.51,46.78,50.29,111,Summer,Weekday,Beverage,34.32,3809.52,255,6.0,57.85,8.99,3.6,11.8,156,198,0.7
2024-08-08,Thursday,Breakfast,Wheat Upma,4.09,47.68,51.77,111,Summer,Weekday,Main Dish,40.94,4544.34,464,27.25,55.25,8.17,2.8,19.51,80,100,0.26
2024-08-08,Thursday,Breakfast,Coffee,5.43,38.91,44.34,111,Summer,Weekday,Beverage,32.61,3619.71,391,29.8,41.21,2.39,1.3,22.86,400,500,0.28
2024-08-08,Thursday,Lunch,Rice,6.2,45.09,51.29,123,Summer,Weekday,Main Dish,38.31,4712.13,418,12.35,48.95,8.48,2.5,12.35,40,60,0.61
2024-08-08,Thursday,Lunch,Morokkolambu,3.55,40.11,43.66,123,Summer,Weekday,Beverage,41.05,5049.15,119,10.26,55.84,18.01,5.0,14.29,120,150,0.8
2024-08-08,Thursday,Lunch,Pachapayir kolambu,5.02,42.61,47.63,123,Summer,Weekday,Side Dish,19.19,2360.37,542,24.13,48.35,14.43,1.2,20.42,156,198,0.76
2024-08-08,Thursday,Lunch,Potato Fry,2.14,18.27,20.41,123,Summer,Weekday,Snack,38.61,4749.03,310,11.33,61.9,4.62,3.8,26.3,100,120,0.85
2024-08-08,Thursday,Breakfast,"Sevai(white,red)",2.43,17.69,20.12,111,Summer,Weekday,Beverage,47.52,5274.72,318,5.41,33.61,7.86,3.1,26.0,156,198,0.77
2024-08-08,Thursday,Lunch,Rasam,6.47,46.06,52.53,123,Summer,Weekday,Side Dish,48.33,5944.59,470,7.57,32.14,18.06,3.6,0.67,80,100,0.51
2024-08-08,Thursday,Snacks,Chukku paal,6.16,34.17,40.33,365,Summer,Weekday,Side Dish,36.74,13410.1,473,29.48,20.35,4.68,3.8,25.58,156,198,0.59
2024-08-08,Thursday,Snacks,Sundal,3.39,28.53,31.92,365,Summer,Weekday,Snack,48.84,17826.6,241,21.85,38.06,17.62,2.7,25.01,100,120,0.94
2024-08-08,Thursday,Dinner,Wheat Parotta,1.58,27.46,29.04,301,Summer,Weekday,Side Dish,45.6,13725.6,362,26.17,64.94,7.43,1.4,11.66,100,120,0.87
2024-08-08,Thursday,Dinner,Salna,1.5,10.53,12.03,301,Summer,Weekday,Beverage,39.02,11745.02,201,13.11,67.65,10.17,4.8,17.53,120,150,0.87
2024-08-08,Thursday,Dinner,Curd rice,6.8,45.99,52.79,301,Summer,Weekday,Main Dish,24.4,7344.4,556,21.91,32.15,11.47,2.7,27.18,156,198,0.52
2024-08-08,Thursday,Dinner,Banana,2.55,43.49,46.04,301,Summer,Weekday,Beverage,12.88,3876.88,334,19.86,77.54,17.31,3.7,27.35,40,60,0.89
2024-08-08,Thursday,Lunch,Thick curd,6.87,45.28,52.15,123,Summer,Weekday,Main Dish,47.8,5879.4,207,8.15,32.84,14.6,3.3,3.73,156,198,0.94
2024-08-07,Wednesday,Breakfast,Coffee,6.26,38.02,44.28,390,Summer,Weekday,Beverage,17.72,6910.8,578,12.24,20.92,9.04,1.3,22.24,400,500,0.98
2024-08-07,Wednesday,Lunch,Cabbage poriyal,4.33,48.17,52.5,67,Summer,Weekday,Side Dish,15.78,1057.26,223,15.28,53.47,4.62,4.9,15.26,156,198,0.94
2024-08-07,Wednesday,Lunch,Sambar,4.0,33.71,37.71,67,Summer,Weekday,Snack,27.9,1869.3,142,20.48,56.37,8.99,4.2,8.28,120,150,0.51
2024-08-07,Wednesday,Lunch,Rice,4.08,35.47,39.55,67,Summer,Weekday,Beverage,46.78,3134.26,332,16.69,45.59,3.17,4.6,17.54,40,60,0.35
2024-08-07,Wednesday,Breakfast,Idly,3.16,37.1,40.26,390,Summer,Weekday,Beverage,26.85,10471.5,390,24.85,54.78,3.78,4.9,3.96,156,198,0.88
2024-08-07,Wednesday,Breakfast,Sambar,5.43,39.97,45.4,390,Summer,Weekday,Beverage,44.24,17253.6,511,26.65,47.06,19.04,3.2,20.29,120,150,0.96
2024-08-07,Wednesday,Breakfast,Kesar(Milk),2.37,32.22,34.59,390,Summer,Weekday,Snack,46.74,18228.6,428,19.45,72.06,11.5,1.1,10.26,156,198,0.96
2024-08-07,Wednesday,Breakfast,Pudina chutney,2.63,28.22,30.85,390,Summer,Weekday,Side Dish,22.05,8599.5,488,21.49,72.63,7.73,4.1,17.26,156,198,0.97
2024-08-07,Wednesday,Lunch,Rasam,4.71,43.14,47.85,67,Summer,Weekday,Main Dish,24.94,1670.98,272,15.69,59.08,6.14,3.4,7.56,80,100,0.9
2024-08-07,Wednesday,Lunch,Appalam,5.0,34.68,39.68,67,Summer,Weekday,Snack,47.24,3165.08,529,13.26,29.24,13.13,3.1,27.09,150,200,0.9
2024-08-07,Wednesday,Lunch,Thick curd,3.72,34.29,38.01,67,Summer,Weekday,Main Dish,47.0,3149.0,458,19.11,58.79,3.21,3.1,22.99,156,198,0.56
2024-08-07,Wednesday,Snacks,puffs/Samosa,4.65,46.32,50.97,147,Summer,Weekday,Beverage,48.75,7166.25,529,10.04,65.03,12.97,2.9,28.96,156,198,0.89
2024-08-07,Wednesday,Dinner,Wheat Dosai,6.05,42.42,48.47,205,Summer,Weekday,Beverage,44.64,9151.2,481,28.36,40.35,9.59,3.5,16.4,100,120,0.65
2024-08-07,Wednesday,Dinner,Tomato thokku,2.33,38.87,41.2,205,Summer,Weekday,Side Dish,37.7,7728.5,233,22.23,62.59,2.34,4.7,9.86,156,198,0.96
2024-08-07,Wednesday,Dinner,Daal sambar,3.91,29.74,33.65,205,Summer,Weekday,Snack,27.0,5535.0,519,25.58,22.87,19.74,3.4,2.86,156,198,0.91
2024-08-07,Wednesday,Dinner,coconut chutney,6.26,43.3,49.56,205,Summer,Weekday,Snack,27.37,5610.85,239,18.9,44.47,8.61,4.4,16.31,156,198,0.78
2024-08-07,Wednesday,Dinner,banana,1.55,27.3,28.85,205,Summer,Weekday,Side Dish,29.8,6109.0,134,24.49,62.3,16.01,4.5,25.81,156,198,0.86
2024-08-07,Wednesday,Snacks,Tea,4.46,36.06,40.52,147,Summer,Weekday,Side Dish,18.05,2653.35,495,26.26,30.96,10.37,2.5,14.79,200,250,0.98
2024-08-06,Tuesday,Breakfast,Ragi Koozh,3.57,29.57,33.14,212,Summer,Weekday,Main Dish,44.54,9442.48,376,21.81,41.85,9.9,3.9,23.21,80,100,0.91
2024-08-06,Tuesday,Lunch,Tomato Rice,3.41,33.12,36.53,396,Summer,Weekday,Snack,49.37,19550.52,461,25.61,56.63,14.49,1.4,6.25,100,120,0.3
2024-08-06,Tuesday,Breakfast,Coffee,3.03,31.21,34.24,212,Summer,Weekday,Side Dish,36.91,7824.92,378,21.83,65.39,11.63,1.5,15.72,400,500,0.39
2024-08-06,Tuesday,Breakfast,Tomato sauce,0.88,26.41,27.29,212,Summer,Weekday,Beverage,34.96,7411.52,476,25.65,71.14,18.81,1.2,14.12,156,198,0.85
2024-08-06,Tuesday,Lunch,Chutney,5.78,35.81,41.59,396,Summer,Weekday,Main Dish,21.79,8628.84,290,8.91,32.6,4.64,2.0,16.12,156,198,0.49
2024-08-06,Tuesday,Breakfast,coconut chutney,2.16,16.13,18.29,212,Summer,Weekday,Beverage,26.91,5704.92,355,11.01,58.04,12.91,2.6,0.23,156,198,0.84
2024-08-06,Tuesday,Breakfast,Kichadi,4.23,26.36,30.59,212,Summer,Weekday,Snack,49.42,10477.04,146,15.28,30.62,9.31,1.6,26.66,100,120,0.93
2024-08-06,Tuesday,Breakfast,Maggie (without vegetables),3.16,30.98,34.14,212,Summer,Weekday,Main Dish,26.68,5656.16,368,10.75,47.34,10.67,1.9,0.0,60,80,0.99
2024-08-06,Tuesday,Lunch,Lemon rice/Pulisahtam/Pudina rice/coconut rice,5.35,44.39,49.74,396,Summer,Weekday,Side Dish,20.21,8003.16,525,14.92,41.85,18.14,3.3,18.22,156,198,0.49
2024-08-06,Tuesday,Dinner,banana,5.05,36.85,41.9,104,Summer,Weekday,Beverage,20.72,2154.88,183,29.43,47.09,11.73,5.0,10.28,156,198,0.93
2024-08-06,Tuesday,Lunch,Vadagam,2.45,35.44,37.89,396,Summer,Weekday,Side Dish,28.62,11333.52,286,23.45,66.57,6.14,1.7,4.93,200,250,0.37
2024-08-06,Tuesday,Lunch,Thick curd,2.39,21.78,24.17,396,Summer,Weekday,Main Dish,24.4,9662.4,114,21.78,33.49,4.51,4.0,2.01,156,198,0.88
2024-08-06,Tuesday,Snacks,Ellakai tea,7.11,43.68,50.79,146,Summer,Weekday,Side Dish,22.9,3343.4,112,11.77,31.71,11.23,2.3,1.99,156,198,0.96
2024-08-06,Tuesday,Snacks,Steamed groundnut,6.61,38.17,44.78,146,Summer,Weekday,Main Dish,19.99,2918.54,262,7.03,29.92,7.78,3.3,0.41,156,198,0.85
2024-08-06,Tuesday,Dinner,Chappatti,3.1,38.14,41.24,104,Summer,Weekday,Side Dish,18.8,1955.2,498,29.81,66.63,9.62,1.4,6.61,156,198,0.98
2024-08-06,Tuesday,Dinner,veg kuruma,5.69,36.73,42.42,104,Summer,Weekday,Snack,18.28,1901.12,445,8.91,33.74,19.68,4.7,20.39,156,198,0.46
2024-08-06,Tuesday,Dinner,curd rice,4.43,49.74,54.17,104,Summer,Weekday,Beverage,49.36,5133.44,226,29.71,51.6,4.82,2.3,9.49,156,198,0.71
2024-08-06,Tuesday,Lunch,Rice,4.99,35.01,40.0,396,Summer,Weekday,Side Dish,29.27,11590.92,410,14.01,49.18,3.93,3.4,7.14,40,60,0.88
2024-08-05,Monday,Breakfast,Upma(wheat),2.26,22.06,24.32,154,Summer,Weekday,Main Dish,30.67,4723.18,151,8.85,37.23,13.31,1.1,10.06,156,198,0.82
2024-08-05,Monday,Lunch,Kaarakolambu,0.84,28.01,28.85,229,Summer,Weekday,Beverage,18.14,4154.06,498,14.03,78.35,7.32,2.4,8.14,120,150,0.41
2024-08-05,Monday,Lunch,Rice,2.01,22.38,24.39,229,Summer,Weekday,Beverage,47.01,10765.29,433,11.7,65.72,5.22,5.0,25.67,40,60,0.98
2024-08-05,Monday,Breakfast,Coffee,1.96,49.86,51.82,154,Summer,Weekday,Snack,35.13,5410.02,433,8.73,76.41,18.59,3.2,24.31,400,500,0.96
2024-08-05,Monday,Breakfast,Venpongal,3.98,42.31,46.29,154,Summer,Weekday,Snack,32.86,5060.44,203,9.03,52.28,18.56,3.4,19.62,100,120,0.91
2024-08-05,Monday,Breakfast,Sweet Pongal,4.59,43.09,47.68,154,Summer,Weekday,Beverage,33.47,5154.38,168,24.0,53.3,11.63,2.7,25.4,120,150,0.92
2024-08-05,Monday,Breakfast,Vadai,5.75,35.53,41.28,154,Summer,Weekday,Beverage,49.75,7661.5,257,25.14,26.97,9.14,3.5,3.19,100,120,0.93
2024-08-05,Monday,Breakfast,Chutney Sambar,4.01,32.75,36.76,154,Summer,Weekday,Beverage,40.87,6293.98,220,19.3,59.73,11.55,1.6,28.74,156,198,0.92
2024-08-05,Monday,Lunch,Rasam,5.32,39.96,45.28,229,Summer,Weekday,Snack,13.63,3121.27,456,6.42,31.73,2.41,3.9,2.97,80,100,0.7
2024-08-05,Monday,Lunch,dhal,2.46,17.98,20.44,229,Summer,Weekday,Side Dish,22.65,5186.85,465,15.21,22.25,19.56,4.9,12.26,156,198,0.87
2024-08-05,Monday,Lunch,carrot beans poriyal,5.19,40.81,46.0,229,Summer,Weekday,Beverage,23.24,5321.96,460,21.99,37.11,8.68,1.4,21.78,156,198,0.55
2024-08-05,Monday,Dinner,banana,3.73,32.03,35.76,193,Summer,Weekday,Snack,36.68,7079.24,438,12.43,42.35,3.47,2.8,14.61,156,198,0.68
2024-08-05,Monday,Lunch,Thick curd,5.59,37.93,43.52,229,Summer,Weekday,Main Dish,14.76,3380.04,312,14.8,34.54,2.47,2.1,3.31,156,198,0.91
2024-08-05,Monday,Lunch,Ghee,0.57,18.11,18.68,229,Summer,Weekday,Snack,44.39,10165.31,138,22.43,60.73,19.82,3.3,27.43,500,600,0.89
2024-08-05,Monday,Snacks,Tea,4.81,27.53,32.34,489,Summer,Weekday,Beverage,33.2,16234.8,481,9.84,33.87,7.02,3.4,8.29,200,250,0.33
2024-08-05,Monday,Snacks,Cake,2.33,27.06,29.39,489,Summer,Weekday,Beverage,36.9,18044.1,228,21.04,50.54,18.62,4.1,17.27,300,500,0.72
2024-08-05,Monday,Dinner,Dosai,2.17,19.15,21.32,193,Summer,Weekday,Side Dish,49.01,9458.93,294,11.5,73.27,19.93,3.5,3.51,100,120,0.81
2024-08-05,Monday,Dinner,Sambar,3.83,42.17,46.0,193,Summer,Weekday,Snack,48.12,9287.16,315,27.15,61.63,12.8,3.4,8.08,120,150,0.91
2024-08-05,Monday,Dinner,Groundnut chutney,6.87,46.91,53.78,193,Summer,Weekday,Snack,13.49,2603.57,391,27.39,43.68,2.6,4.6,12.12,156,198,0.93
2024-08-05,Monday,Lunch,Appalam,6.86,35.75,42.61,229,Summer,Weekday,Side Dish,44.69,10234.01,174,5.87,20.67,4.66,1.5,22.67,150,200,0.91
2024-08-04,Sunday,Breakfast,Milk,3.85,29.44,33.29,191,Summer,Holiday,Snack,42.41,8100.31,403,10.65,24.1,19.65,3.2,4.69,50,60,0.91
2024-08-04,Sunday,Lunch,Kushka,3.49,43.62,47.11,372,Summer,Holiday,Main Dish,27.47,10218.84,291,7.38,72.96,3.18,4.0,20.49,150,200,0.83
2024-08-04,Sunday,Breakfast,Moor milagai,1.64,14.9,16.54,191,Summer,Holiday,Side Dish,30.43,5812.13,272,28.26,31.58,15.56,3.5,21.75,156,198,0.82
2024-08-04,Sunday,Breakfast,Onion,2.17,34.85,37.02,191,Summer,Holiday,Beverage,30.04,5737.64,230,25.43,77.31,14.67,1.0,21.62,40,60,0.76
2024-08-04,Sunday,Lunch,Vadagam,1.69,32.87,34.56,372,Summer,Holiday,Main Dish,33.09,12309.48,184,13.44,78.07,15.95,2.9,6.45,200,250,0.86
2024-08-04,Sunday,Breakfast,Ragi Koozh,2.74,39.29,42.03,191,Summer,Holiday,Main Dish,35.46,6772.86,317,10.61,63.52,4.9,4.2,29.87,80,100,0.98
2024-08-04,Sunday,Breakfast,Jam,4.21,27.36,31.57,191,Summer,Holiday,Snack,41.05,7840.55,571,25.14,34.6,13.5,4.0,7.85,200,250,0.72
2024-08-04,Sunday,Breakfast,Butter,3.51,44.53,48.04,191,Summer,Holiday,Beverage,41.5,7926.5,294,25.81,67.92,8.83,2.5,4.39,400,500,0.47
2024-08-04,Sunday,Breakfast,Bread,6.63,35.22,41.85,191,Summer,Holiday,Main Dish,48.76,9313.16,500,15.65,24.27,19.67,3.4,27.14,60,80,0.86
